Ano,Mês,Posição,Música,Artista,Gênero
2013,Junho,5,Amor de Chocolate,Naldo Benny,Pop/Funk
2013,Junho,6,Choro,Leonardo,Sertanejo
2013,Junho,7,Deserto,Thaeme & Thiago,Sertanejo
2013,Junho,8,Amiga da Minha Irmã,Michel Teló,Sertanejo
2013,Junho,9,Conto até 10,George Henrique & Rodrigo part. Jorge & Mateus,Sertanejo
2013,Junho,10,Louco Coração,Eduardo Costa,Sertanejo
2013,Julho,1,Te Esperando,Luan Santana,Sertanejo
2013,Julho,2,Show das Poderosas,Anitta,Pop/Funk
2013,Julho,3,Piradinha,Gabriel Valim,Sertanejo
2013,Julho,4,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Julho,5,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Julho,6,Um Ser Amor,Paula Fernandes,Sertanejo
2013,Julho,7,Se Joga,Naldo Benny Feat. Fat Joe,Pop/Funk
2013,Julho,8,Clichê,João Neto & Frederico,Sertanejo
2013,Julho,9,Caso Indefinido,Cristiano Araújo,Sertanejo
2013,Julho,10,Anjos (Pra Quem Tem Fé),O Rappa,Rock/Reggae
2013,Agosto,1,Piradinha,Gabriel Valim,Sertanejo
2013,Agosto,2,Te Esperando,Luan Santana,Sertanejo
2013,Agosto,3,Show das Poderosas,Anitta,Pop/Funk
2013,Agosto,4,Um Ser Amor,Paula Fernandes,Sertanejo
2013,Agosto,5,Vagalumes,Pollo part. Ivo Mozart,Pop Rap
2013,Agosto,6,Se Joga,Naldo Benny Feat. Fat Joe,Pop/Funk
2013,Agosto,7,Vidro Fumê,Bruno & Marrone,Sertanejo
2013,Agosto,8,Clichê,João Neto & Frederico,Sertanejo
2013,Agosto,9,Caso Indefinido,Cristiano Araújo,Sertanejo
2013,Agosto,10,Garotas Não Merecem Chorar,Luan Santana,Sertanejo
2013,Setembro,1,Na Linha do Tempo,Victor & Leo,Sertanejo
2013,Setembro,2,Piradinha,Gabriel Valim,Sertanejo
2013,Setembro,3,Garotas Não Merecem Chorar,Luan Santana,Sertanejo
2013,Setembro,4,Show das Poderosas,Anitta,Pop/Funk
2013,Setembro,5,Logo Eu,Jorge & Mateus,Sertanejo
2013,Setembro,6,Um Ser Amor,Paula Fernandes,Sertanejo
2013,Setembro,7,Não Para,Anitta,Pop/Funk
2013,Setembro,8,Caso Indefinido,Cristiano Araújo,Sertanejo
2013,Setembro,9,Se Tudo Fosse Fácil,Michel Teló part. Paula Fernandes,Sertanejo
2013,Setembro,10,Vai e Chora,Sorriso Maroto,Pagode
2013,Outubro,1,Na Linha do Tempo,Victor & Leo,Sertanejo
2013,Outubro,2,Logo Eu,Jorge & Mateus,Sertanejo
2013,Outubro,3,Garotas Não Merecem Chorar,Luan Santana,Sertanejo
2013,Outubro,4,Não Para,Anitta,Pop/Funk
2013,Outubro,5,Piradinha,Gabriel Valim,Sertanejo
2013,Outubro,6,Caso Indefinido,Cristiano Araújo,Sertanejo
2013,Outubro,7,Se Tudo Fosse Fácil,Michel Teló part. Paula Fernandes,Sertanejo
2013,Outubro,8,Um Ser Amor,Paula Fernandes,Sertanejo
2013,Outubro,9,Vai e Chora,Sorriso Maroto,Pagode
2013,Outubro,10,Tantinho,Daniel,Sertanejo
2013,Novembro,1,Na Linha do Tempo,Victor & Leo,Sertanejo
2013,Novembro,2,Logo Eu,Jorge & Mateus,Sertanejo
2013,Novembro,3,Garotas Não Merecem Chorar,Luan Santana,Sertanejo
2013,Novembro,4,Não Para,Anitta,Pop/Funk
2013,Novembro,5,Caso Indefinido,Cristiano Araújo,Sertanejo
2013,Novembro,6,Se Tudo Fosse Fácil,Michel Teló part. Paula Fernandes,Sertanejo
2013,Novembro,7,Vai e Chora,Sorriso Maroto,Pagode
2013,Novembro,8,Tantinho,Daniel,Sertanejo
2013,Novembro,9,Veneno,Fernando & Sorocaba,Sertanejo
2013,Novembro,10,Enamorado,Eduardo Costa,Sertanejo
2013,Dezembro,1,Na Linha do Tempo,Victor & Leo,Sertanejo
2013,Dezembro,2,Logo Eu,Jorge & Mateus,Sertanejo
2013,Dezembro,3,Garotas Não Merecem Chorar,Luan Santana,Sertanejo
2013,Dezembro,4,Não Para,Anitta,Pop/Funk
2013,Dezembro,5,Caso Indefinido,Cristiano Araújo,Sertanejo
2013,Dezembro,6,Se Tudo Fosse Fácil,Michel Teló part. Paula Fernandes,Sertanejo
2013,Dezembro,7,Vai e Chora,Sorriso Maroto,Pagode
2013,Dezembro,8,Tantinho,Daniel,Sertanejo
2013,Dezembro,9,Veneno,Fernando & Sorocaba,Sertanejo
2013,Dezembro,10,Enamorado,Eduardo Costa,Sertanejo
2012,Janeiro,1,Ai Se Eu Te Pego,Michel Teló,Sertanejo
2012,Janeiro,2,60 Segundos,Gusttavo Lima,Sertanejo
2012,Janeiro,3,Você de Mim Não Sai,Luan Santana,Sertanejo
2012,Janeiro,4,Flor,Jorge & Mateus,Sertanejo
2012,Janeiro,5,Eu Sem Você,Paula Fernandes,Sertanejo
2012,Janeiro,6,Sonho de Amor,Zezé Di Camargo & Luciano,Sertanejo
2012,Janeiro,7,"Eu Quero Tchu, Eu Quero Tcha",João Lucas & Marcelo,Sertanejo
2012,Janeiro,8,"Além do Sol, Além do Mar",Leonardo,Sertanejo
2012,Janeiro,9,Já Não Sei Mais Nada,Bruno & Marrone,Sertanejo
2012,Janeiro,10,Long Live,Taylor Swift & Paula Fernandes,Pop/Sertanejo
2012,Fevereiro,1,Someone Like You,Adele,Pop
2012,Fevereiro,2,Ai Se Eu Te Pego,Michel Teló,Sertanejo
2012,Fevereiro,3,60 Segundos,Gusttavo Lima,Sertanejo
2012,Fevereiro,4,Você de Mim Não Sai,Luan Santana,Sertanejo
2012,Fevereiro,5,Eu Sem Você,Paula Fernandes,Sertanejo
2012,Fevereiro,6,Flor,Jorge & Mateus,Sertanejo
2012,Fevereiro,7,"Eu Quero Tchu, Eu Quero Tcha",João Lucas & Marcelo,Sertanejo
2012,Fevereiro,8,Já Não Sei Mais Nada,Bruno & Marrone,Sertanejo
2012,Fevereiro,9,Humilde Residência,Michel Teló,Sertanejo
2012,Fevereiro,10,Long Live,Taylor Swift & Paula Fernandes,Pop/Sertanejo
2012,Março,1,Someone Like You,Adele,Pop
2012,Março,2,Humilde Residência,Michel Teló,Sertanejo
2012,Março,3,Incondicional,Luan Santana,Sertanejo
2012,Março,4,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Março,5,Eu Sem Você,Paula Fernandes,Sertanejo
2012,Março,6,Já Não Sei Mais Nada,Bruno & Marrone,Sertanejo
2012,Março,7,"Eu Quero Tchu, Eu Quero Tcha",João Lucas & Marcelo,Sertanejo
2012,Março,8,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Março,9,Sonho de Amor,Zezé Di Camargo & Luciano,Sertanejo
2012,Março,10,"Além do Sol, Além do Mar",Leonardo,Sertanejo
2012,Abril,1,Humilde Residência,Michel Teló,Sertanejo
2012,Abril,2,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Abril,3,Incondicional,Luan Santana,Sertanejo
2012,Abril,4,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Abril,5,Someone Like You,Adele,Pop
2012,Abril,6,Eu Não Vou Aceitar,Bruno & Marrone,Sertanejo
2012,Abril,7,Eu Sem Você,Paula Fernandes,Sertanejo
2012,Abril,8,Lancinho,Turma do Pagode,Pagode
2012,Abril,9,"Lê, Lê, Lê",João Neto & Frederico,Sertanejo
2012,Abril,10,"Além do Sol, Além do Mar",Leonardo,Sertanejo
2012,Maio,1,Incondicional,Luan Santana,Sertanejo
2012,Maio,2,Humilde Residência,Michel Teló,Sertanejo
2012,Maio,3,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Maio,4,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Maio,5,Eu Não Vou Aceitar,Bruno & Marrone,Sertanejo
2012,Maio,6,Lancinho,Turma do Pagode,Pagode
2012,Maio,7,Eu Sem Você,Paula Fernandes,Sertanejo
2012,Maio,8,Sonho de Amor,Zezé Di Camargo & Luciano,Sertanejo
2012,Maio,9,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Maio,10,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Junho,1,Humilde Residência,Michel Teló,Sertanejo
2012,Junho,2,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Junho,3,Incondicional,Luan Santana,Sertanejo
2012,Junho,4,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Junho,5,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Junho,6,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Junho,7,Eu Não Vou Aceitar,Bruno & Marrone,Sertanejo
2012,Junho,8,Lancinho,Turma do Pagode,Pagode
2012,Junho,9,Te Vivo,Luan Santana,Sertanejo
2012,Junho,10,Eu Sem Você,Paula Fernandes,Sertanejo
2012,Julho,1,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Julho,2,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Julho,3,Te Vivo,Luan Santana,Sertanejo
2012,Julho,4,Humilde Residência,Michel Teló,Sertanejo
2012,Julho,5,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Julho,6,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Julho,7,Já Não Sei Mais Nada,Bruno & Marrone,Sertanejo
2012,Julho,8,Lancinho,Turma do Pagode,Pagode
2012,Julho,9,Incondicional,Luan Santana,Sertanejo
2012,Julho,10,Cuidar Mais de Mim,Paula Fernandes,Sertanejo
2012,Agosto,1,Te Vivo,Luan Santana,Sertanejo
2012,Agosto,2,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Agosto,3,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Agosto,4,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Agosto,5,Humilde Residência,Michel Teló,Sertanejo
2012,Agosto,6,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Agosto,7,Já Não Sei Mais Nada,Bruno & Marrone,Sertanejo
2012,Agosto,8,Amor de Chocolate,Naldo Benny,Funk
2012,Agosto,9,Cuidar Mais de Mim,Paula Fernandes,Sertanejo
2012,Agosto,10,Vem Ni Mim Dodge Ram,Israel Novaes,Sertanejo
2012,Setembro,1,Te Vivo,Luan Santana,Sertanejo
2012,Setembro,2,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Setembro,3,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Setembro,4,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Setembro,5,Assim Você Mata o Papai,Sorriso Maroto,Pagode
2012,Setembro,6,Amor de Chocolate,Naldo Benny,Funk
2012,Setembro,7,Já Não Sei Mais Nada,Bruno & Marrone,Sertanejo
2012,Setembro,8,Gangnam Style,PSY,K-Pop/Pop
2012,Setembro,9,Vem Ni Mim Dodge Ram,Israel Novaes,Sertanejo
2012,Setembro,10,Fiorino,Gabriel Gava,Sertanejo
2012,Outubro,1,Te Vivo,Luan Santana,Sertanejo
2012,Outubro,2,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Outubro,3,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Outubro,4,Gangnam Style,PSY,K-Pop/Pop
2012,Outubro,5,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Outubro,6,Amor de Chocolate,Naldo Benny,Funk
2012,Outubro,7,Fiorino,Gabriel Gava,Sertanejo
2012,Outubro,8,Vem Ni Mim Dodge Ram,Israel Novaes,Sertanejo
2012,Outubro,9,Você Mudou,Cristiano Araújo,Sertanejo
2012,Outubro,10,360 o Arrocha do Poder,Thiago Brava,Sertanejo
2012,Novembro,1,Te Vivo,Luan Santana,Sertanejo
2012,Novembro,2,Esse Cara Sou Eu,Roberto Carlos,Pop/MPB
2012,Novembro,3,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Novembro,4,Gangnam Style,PSY,K-Pop/Pop
2012,Novembro,5,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Novembro,6,Amor de Chocolate,Naldo Benny,Funk
2012,Novembro,7,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Novembro,8,Fiorino,Gabriel Gava,Sertanejo
2012,Novembro,9,Você Mudou,Cristiano Araújo,Sertanejo
2012,Novembro,10,360 o Arrocha do Poder,Thiago Brava,Sertanejo
2012,Dezembro,1,Esse Cara Sou Eu,Roberto Carlos,Pop/MPB
2012,Dezembro,2,Te Vivo,Luan Santana,Sertanejo
2012,Dezembro,3,Gangnam Style,PSY,K-Pop/Pop
2012,Dezembro,4,Gatinha Assanhada,Gusttavo Lima,Sertanejo
2012,Dezembro,5,Camaro Amarelo,Munhoz & Mariano,Sertanejo
2012,Dezembro,6,Amor de Chocolate,Naldo Benny,Funk
2012,Dezembro,7,Sou o Cara pra Você,Thiaguinho,Pagode
2012,Dezembro,8,Fiorino,Gabriel Gava,Sertanejo
2012,Dezembro,9,Você Mudou,Cristiano Araújo,Sertanejo
2012,Dezembro,10,Jeito Carinhoso,Jads & Jadson,Sertanejo
2011,Janeiro,1,Adrenalina,Luan Santana,Sertanejo
2011,Janeiro,2,Pra Você,Paula Fernandes,Sertanejo
2011,Janeiro,3,Água de Oceano,Victor & Léo,Sertanejo
2011,Janeiro,4,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Janeiro,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Janeiro,6,Um Beijo,Luan Santana,Sertanejo
2011,Janeiro,7,Balada,Gusttavo Lima,Sertanejo
2011,Janeiro,8,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Janeiro,9,Quem é,Eduardo Costa,Sertanejo
2011,Janeiro,10,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Fevereiro,1,Química do Amor,Luan Santana part. Ivete Sangalo,Sertanejo
2011,Fevereiro,2,Pra Você,Paula Fernandes,Sertanejo
2011,Fevereiro,3,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Fevereiro,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Fevereiro,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Fevereiro,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Fevereiro,7,Um Beijo,Luan Santana,Sertanejo
2011,Fevereiro,8,Balada,Gusttavo Lima,Sertanejo
2011,Fevereiro,9,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Fevereiro,10,Quem é,Eduardo Costa,Sertanejo
2011,Março,1,Química do Amor,Luan Santana part. Ivete Sangalo,Sertanejo
2011,Março,2,Pra Você,Paula Fernandes,Sertanejo
2011,Março,3,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Março,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Março,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Março,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Março,7,Um Beijo,Luan Santana,Sertanejo
2011,Março,8,Balada,Gusttavo Lima,Sertanejo
2011,Março,9,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Março,10,Quem é,Eduardo Costa,Sertanejo
2011,Abril,1,Um Beijo,Luan Santana,Sertanejo
2011,Abril,2,Pra Você,Paula Fernandes,Sertanejo
2011,Abril,3,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Abril,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Abril,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Abril,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Abril,7,Balada,Gusttavo Lima,Sertanejo
2011,Abril,8,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Abril,9,Quem é,Eduardo Costa,Sertanejo
2011,Abril,10,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Maio,1,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Maio,2,Pra Você,Paula Fernandes,Sertanejo
2011,Maio,3,Água de Oceano,Victor & Léo,Sertanejo
2011,Maio,4,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Maio,5,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Maio,6,Um Beijo,Luan Santana,Sertanejo
2011,Maio,7,Balada,Gusttavo Lima,Sertanejo
2011,Maio,8,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Maio,9,Quem é,Eduardo Costa,Sertanejo
2011,Maio,10,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Junho,1,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Junho,2,Pra Você,Paula Fernandes,Sertanejo
2011,Junho,3,Água de Oceano,Victor & Léo,Sertanejo
2011,Junho,4,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Junho,5,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Junho,6,Um Beijo,Luan Santana,Sertanejo
2011,Junho,7,Balada,Gusttavo Lima,Sertanejo
2011,Junho,8,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Junho,9,Quem é,Eduardo Costa,Sertanejo
2011,Junho,10,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Julho,1,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Julho,2,Pra Você,Paula Fernandes,Sertanejo
2011,Julho,3,Água de Oceano,Victor & Léo,Sertanejo
2011,Julho,4,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Julho,5,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Julho,6,Um Beijo,Luan Santana,Sertanejo
2011,Julho,7,Balada,Gusttavo Lima,Sertanejo
2011,Julho,8,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Julho,9,Quem é,Eduardo Costa,Sertanejo
2011,Julho,10,As Lembranças Vão na Mala,Luan Santana,Sertanejo
2011,Agosto,1,Talking to the Moon,Bruno Mars,Pop
2011,Agosto,2,Pra Você,Paula Fernandes,Sertanejo
2011,Agosto,3,Amar Não é Pecado,Luan Santana,Sertanejo
2011,Agosto,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Agosto,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Agosto,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Agosto,7,Um Beijo,Luan Santana,Sertanejo
2011,Agosto,8,Balada,Gusttavo Lima,Sertanejo
2011,Agosto,9,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Agosto,10,As Lembranças Vão na Mala,Luan Santana,Sertanejo
2011,Setembro,1,As Lembranças Vão na Mala,Luan Santana,Sertanejo
2011,Setembro,2,Pra Você,Paula Fernandes,Sertanejo
2011,Setembro,3,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Setembro,4,Balada,Gusttavo Lima,Sertanejo
2011,Setembro,5,Água de Oceano,Victor & Léo,Sertanejo
2011,Setembro,6,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Setembro,7,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Setembro,8,Quem é,Eduardo Costa,Sertanejo
2011,Setembro,9,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Setembro,10,Abelha,João Bosco & Vinícius part. Jorge & Mateus,Sertanejo
2011,Outubro,1,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Outubro,2,Pra Você,Paula Fernandes,Sertanejo
2011,Outubro,3,Balada,Gusttavo Lima,Sertanejo
2011,Outubro,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Outubro,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Outubro,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Outubro,7,As Lembranças Vão na Mala,Luan Santana,Sertanejo
2011,Outubro,8,Quem é,Eduardo Costa,Sertanejo
2011,Outubro,9,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Outubro,10,Abelha,João Bosco & Vinícius part. Jorge & Mateus,Sertanejo
2011,Novembro,1,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Novembro,2,Pra Você,Paula Fernandes,Sertanejo
2011,Novembro,3,Balada,Gusttavo Lima,Sertanejo
2011,Novembro,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Novembro,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Novembro,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Novembro,7,As Lembranças Vão na Mala,Luan Santana,Sertanejo
2011,Novembro,8,Quem é,Eduardo Costa,Sertanejo
2011,Novembro,9,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Novembro,10,Abelha,João Bosco & Vinícius part. Jorge & Mateus,Sertanejo
2011,Dezembro,1,"Ai, Se Eu Te Pego",Michel Teló,Sertanejo
2011,Dezembro,2,Pra Você,Paula Fernandes,Sertanejo
2011,Dezembro,3,Balada,Gusttavo Lima,Sertanejo
2011,Dezembro,4,Água de Oceano,Victor & Léo,Sertanejo
2011,Dezembro,5,Não Precisa,Paula Fernandes part. Victor & Léo,Sertanejo
2011,Dezembro,6,Mentes Tão Bem,Zezé di Camargo & Luciano,Sertanejo
2011,Dezembro,7,As Lembranças Vão na Mala,Luan Santana,Sertanejo
2011,Dezembro,8,Quem é,Eduardo Costa,Sertanejo
2011,Dezembro,9,Viver sem Ti,Exaltasamba part. Mariana Rios,Pagode
2011,Dezembro,10,Abelha,João Bosco & Vinícius part. Jorge & Mateus,Sertanejo
2010,Janeiro,1,I Want to Know What Love Is,Mariah Carey,Pop
2010,Janeiro,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Janeiro,3,Fugidinha,Michel Teló,Sertanejo
2010,Janeiro,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Janeiro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Janeiro,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Janeiro,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Janeiro,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Janeiro,9,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Janeiro,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Fevereiro,1,Na Base do Beijo,Ivete Sangalo,Axé
2010,Fevereiro,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Fevereiro,3,Fugidinha,Michel Teló,Sertanejo
2010,Fevereiro,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Fevereiro,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Fevereiro,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Fevereiro,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Fevereiro,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Fevereiro,9,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Fevereiro,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Março,1,E Daí?,Guilherme & Santiago,Sertanejo
2010,Março,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Março,3,Fugidinha,Michel Teló,Sertanejo
2010,Março,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Março,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Março,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Março,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Março,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Março,9,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Março,10,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Abril,1,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Abril,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Abril,3,Fugidinha,Michel Teló,Sertanejo
2010,Abril,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Abril,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Abril,6,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Abril,7,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Abril,8,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Abril,9,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Abril,10,Só os Loucos Sabem,Charlie Brown Jr.,Rock
2010,Maio,1,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Maio,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Maio,3,Fugidinha,Michel Teló,Sertanejo
2010,Maio,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Maio,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Maio,6,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Maio,7,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Maio,8,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Maio,9,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Maio,10,Só os Loucos Sabem,Charlie Brown Jr.,Rock
2010,Junho,1,Tapa na Cara,Zezé Di Camargo & Luciano,Sertanejo
2010,Junho,2,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Junho,3,Fugidinha,Michel Teló,Sertanejo
2010,Junho,4,Madrid,Fernando & Sorocaba,Sertanejo
2010,Junho,5,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Junho,6,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Junho,7,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Junho,8,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Junho,9,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Junho,10,Só os Loucos Sabem,Charlie Brown Jr.,Rock
2010,Julho,1,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Julho,2,Fugidinha,Michel Teló,Sertanejo
2010,Julho,3,Madrid,Fernando & Sorocaba,Sertanejo
2010,Julho,4,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Julho,5,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Julho,6,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Julho,7,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Julho,8,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Julho,9,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Julho,10,Só os Loucos Sabem,Charlie Brown Jr.,Rock
2010,Agosto,1,Amo Noite e Dia,Jorge & Mateus,Sertanejo
2010,Agosto,2,Fugidinha,Michel Teló,Sertanejo
2010,Agosto,3,Madrid,Fernando & Sorocaba,Sertanejo
2010,Agosto,4,Você Não Sabe o que é Amor,Luan Santana,Sertanejo
2010,Agosto,5,Tapa na Cara,Zezé di Camargo & Luciano,Sertanejo
2010,Agosto,6,Tá Se Achando,Guilherme & Santiago,Sertanejo
2010,Agosto,7,Sem Esse Coração,João Bosco & Vinícius,Sertanejo
2010,Agosto,8,Famosa (Billionaire),Cláudia Leitte part. Travie McCoy,Pop
2010,Agosto,9,Ao Vivo e em Cores,Victor & Léo,Sertanejo
2010,Agosto,10,Só os Loucos Sabem,Charlie Brown Jr.,Rock
